benchmark,methods,run-,time_for_init_pop,time_for_ga_process,time_for_all_process,
X-n106-k14,MKNN,1,2.00,103.00,105.00,1.00
X-n106-k14,MKNN,2,2.00,105.00,107.00,2.00
X-n106-k14,MKNN,3,2.00,102.00,104.00,
X-n106-k14,MKNN,4,1.00,93.00,94.00,
X-n106-k14,MKNN,5,1.00,93.00,94.00,
X-n106-k14,MKNN,6,1.00,90.00,91.00,
X-n106-k14,MKNN,7,2.00,87.00,89.00,
X-n106-k14,MKNN,8,1.00,86.00,87.00,
X-n106-k14,MKNN,9,1.00,89.00,90.00,
X-n106-k14,MKNN,10,1.00,87.00,88.00,
X-n106-k14,MKNN,11,2.00,86.00,88.00,
X-n106-k14,MKNN,12,1.00,87.00,88.00,
X-n106-k14,MKNN,13,2.00,85.00,87.00,
X-n106-k14,MKNN,14,1.00,84.00,85.00,
X-n106-k14,MKNN,15,1.00,84.00,85.00,
X-n106-k14,MKNN,16,1.00,86.00,87.00,
X-n106-k14,MKNN,17,2.00,88.00,90.00,
X-n106-k14,MKNN,18,1.00,87.00,88.00,
X-n106-k14,MKNN,19,1.00,88.00,89.00,
X-n106-k14,MKNN,20,1.00,87.00,88.00,
X-n204-k19,MKNN,1,5.00,182.00,187.00,
X-n204-k19,MKNN,2,4.00,179.00,183.00,
X-n204-k19,MKNN,3,4.00,194.00,198.00,
X-n204-k19,MKNN,4,4.00,178.00,182.00,
X-n204-k19,MKNN,5,4.00,180.00,184.00,
X-n204-k19,MKNN,6,3.00,180.00,183.00,
X-n204-k19,MKNN,7,5.00,187.00,192.00,
X-n204-k19,MKNN,8,4.00,185.00,189.00,
X-n204-k19,MKNN,9,5.00,191.00,196.00,
X-n204-k19,MKNN,10,4.00,189.00,193.00,
X-n204-k19,MKNN,11,4.00,179.00,183.00,
X-n204-k19,MKNN,12,4.00,190.00,194.00,
X-n204-k19,MKNN,13,4.00,188.00,192.00,
X-n204-k19,MKNN,14,4.00,182.00,186.00,
X-n204-k19,MKNN,15,4.00,179.00,183.00,
X-n204-k19,MKNN,16,4.00,184.00,188.00,
X-n204-k19,MKNN,17,4.00,163.00,167.00,
X-n204-k19,MKNN,18,4.00,160.00,164.00,
X-n204-k19,MKNN,19,3.00,153.00,156.00,
X-n204-k19,MKNN,20,4.00,155.00,159.00,
X-n308-k13,MKNN,1,9.00,258.00,267.00,
X-n308-k13,MKNN,2,8.00,272.00,280.00,
X-n308-k13,MKNN,3,8.00,258.00,266.00,
X-n308-k13,MKNN,4,8.00,256.00,264.00,
X-n308-k13,MKNN,5,8.00,266.00,274.00,
X-n308-k13,MKNN,6,8.00,266.00,274.00,
X-n308-k13,MKNN,7,8.00,273.00,281.00,
X-n308-k13,MKNN,8,8.00,259.00,267.00,
X-n308-k13,MKNN,9,9.00,269.00,278.00,
X-n308-k13,MKNN,10,9.00,257.00,266.00,
X-n308-k13,MKNN,11,8.00,262.00,270.00,
X-n308-k13,MKNN,12,8.00,238.00,246.00,
X-n308-k13,MKNN,13,8.00,222.00,230.00,
X-n308-k13,MKNN,14,7.00,220.00,227.00,
X-n308-k13,MKNN,15,7.00,221.00,228.00,
X-n308-k13,MKNN,16,6.00,213.00,219.00,
X-n308-k13,MKNN,17,7.00,220.00,227.00,
X-n308-k13,MKNN,18,7.00,219.00,226.00,
X-n308-k13,MKNN,19,8.00,217.00,225.00,
X-n308-k13,MKNN,20,6.00,212.00,218.00,
X-n376-k94,MKNN,1,11.00,490.00,501.00,
X-n376-k94,MKNN,2,15.00,474.00,489.00,
X-n376-k94,MKNN,3,11.00,480.00,491.00,
X-n376-k94,MKNN,4,12.00,506.00,518.00,
X-n376-k94,MKNN,5,12.00,514.00,526.00,
X-n376-k94,MKNN,6,12.00,462.00,474.00,
X-n376-k94,MKNN,7,13.00,440.00,453.00,
X-n376-k94,MKNN,8,10.00,415.00,425.00,
X-n376-k94,MKNN,9,10.00,410.00,420.00,
X-n376-k94,MKNN,10,10.00,400.00,410.00,
X-n376-k94,MKNN,11,10.00,400.00,410.00,
X-n376-k94,MKNN,12,10.00,401.00,411.00,
X-n376-k94,MKNN,13,9.00,375.00,384.00,
X-n376-k94,MKNN,14,10.00,375.00,385.00,
X-n376-k94,MKNN,15,9.00,461.00,470.00,
X-n376-k94,MKNN,16,13.00,500.00,513.00,
X-n376-k94,MKNN,17,13.00,500.00,513.00,
X-n376-k94,MKNN,18,12.00,497.00,509.00,
X-n376-k94,MKNN,19,13.00,482.00,495.00,
X-n376-k94,MKNN,20,12.00,493.00,505.00,
X-n502-k39,MKNN,1,22.00,439.00,461.00,
X-n502-k39,MKNN,2,20.00,446.00,466.00,
X-n502-k39,MKNN,3,21.00,440.00,461.00,
X-n502-k39,MKNN,4,20.00,437.00,457.00,
X-n502-k39,MKNN,5,21.00,443.00,464.00,
X-n502-k39,MKNN,6,19.00,435.00,454.00,
X-n502-k39,MKNN,7,19.00,425.00,444.00,
X-n502-k39,MKNN,8,19.00,418.00,437.00,
X-n502-k39,MKNN,9,18.00,415.00,433.00,
X-n502-k39,MKNN,10,19.00,429.00,448.00,
X-n502-k39,MKNN,11,20.00,422.00,442.00,
X-n502-k39,MKNN,12,19.00,419.00,438.00,
X-n502-k39,MKNN,13,19.00,418.00,437.00,
X-n502-k39,MKNN,14,19.00,420.00,439.00,
X-n502-k39,MKNN,15,19.00,419.00,438.00,
X-n502-k39,MKNN,16,19.00,415.00,434.00,
X-n502-k39,MKNN,17,19.00,420.00,439.00,
X-n502-k39,MKNN,18,18.00,421.00,439.00,
X-n502-k39,MKNN,19,19.00,420.00,439.00,
X-n502-k39,MKNN,20,19.00,423.00,442.00,
X-n655-k131,MKNN,1,35.00,878.00,913.00,
X-n655-k131,MKNN,2,33.00,865.00,898.00,
X-n655-k131,MKNN,3,36.00,880.00,916.00,
X-n655-k131,MKNN,4,31.00,827.00,858.00,
X-n655-k131,MKNN,5,32.00,846.00,878.00,
X-n655-k131,MKNN,6,34.00,842.00,876.00,
X-n655-k131,MKNN,7,32.00,896.00,928.00,
X-n655-k131,MKNN,8,31.00,827.00,858.00,
X-n655-k131,MKNN,9,33.00,835.00,868.00,
X-n655-k131,MKNN,10,33.00,816.00,849.00,
X-n655-k131,MKNN,11,31.00,893.00,924.00,
X-n655-k131,MKNN,12,30.00,785.00,815.00,
X-n655-k131,MKNN,13,30.00,815.00,845.00,
X-n655-k131,MKNN,14,30.00,743.00,773.00,
X-n655-k131,MKNN,15,31.00,777.00,808.00,
X-n655-k131,MKNN,16,29.00,765.00,794.00,
X-n655-k131,MKNN,17,30.00,765.00,795.00,
X-n655-k131,MKNN,18,29.00,742.00,771.00,
X-n655-k131,MKNN,19,30.00,802.00,832.00,
X-n655-k131,MKNN,20,39.00,929.00,968.00,
X-n801-k40,MKNN,1,50.00,724.00,774.00,
X-n801-k40,MKNN,2,49.00,733.00,782.00,
X-n801-k40,MKNN,3,48.00,736.00,784.00,
X-n801-k40,MKNN,4,48.00,712.00,760.00,
X-n801-k40,MKNN,5,46.00,690.00,736.00,
X-n801-k40,MKNN,6,46.00,701.00,747.00,
X-n801-k40,MKNN,7,48.00,695.00,743.00,
X-n801-k40,MKNN,8,46.00,690.00,736.00,
X-n801-k40,MKNN,9,46.00,688.00,734.00,
X-n801-k40,MKNN,10,46.00,694.00,740.00,
X-n801-k40,MKNN,11,45.00,688.00,733.00,
X-n801-k40,MKNN,12,46.00,685.00,731.00,
X-n801-k40,MKNN,13,47.00,679.00,726.00,
X-n801-k40,MKNN,14,43.00,641.00,684.00,
X-n801-k40,MKNN,15,44.00,637.00,681.00,
X-n801-k40,MKNN,16,42.00,644.00,686.00,
X-n801-k40,MKNN,17,42.00,643.00,685.00,
X-n801-k40,MKNN,18,43.00,643.00,686.00,
X-n801-k40,MKNN,19,43.00,639.00,682.00,
X-n801-k40,MKNN,20,43.00,637.00,680.00,
X-n876-k59,MKNN,1,51.00,740.00,791.00,
X-n876-k59,MKNN,2,51.00,744.00,795.00,
X-n876-k59,MKNN,3,50.00,747.00,797.00,
X-n876-k59,MKNN,4,51.00,718.00,769.00,
X-n876-k59,MKNN,5,48.00,696.00,744.00,
X-n876-k59,MKNN,6,49.00,710.00,759.00,
X-n876-k59,MKNN,7,48.00,701.00,749.00,
X-n876-k59,MKNN,8,48.00,693.00,741.00,
X-n876-k59,MKNN,9,49.00,693.00,742.00,
X-n876-k59,MKNN,10,48.00,697.00,745.00,
X-n876-k59,MKNN,11,47.00,698.00,745.00,
X-n876-k59,MKNN,12,47.00,694.00,741.00,
X-n876-k59,MKNN,13,49.00,685.00,734.00,
X-n876-k59,MKNN,14,45.00,653.00,698.00,
X-n876-k59,MKNN,15,44.00,651.00,695.00,
X-n876-k59,MKNN,16,45.00,650.00,695.00,
X-n876-k59,MKNN,17,45.00,656.00,701.00,
X-n876-k59,MKNN,18,44.00,652.00,696.00,
X-n876-k59,MKNN,19,45.00,651.00,696.00,
X-n876-k59,MKNN,20,44.00,648.00,692.00,
X-n957-k87,MKNN,1,67.00,880.00,947.00,
X-n957-k87,MKNN,2,70.00,882.00,952.00,
X-n957-k87,MKNN,3,71.00,882.00,953.00,
X-n957-k87,MKNN,4,65.00,842.00,907.00,
X-n957-k87,MKNN,5,66.00,843.00,909.00,
X-n957-k87,MKNN,6,64.00,834.00,898.00,
X-n957-k87,MKNN,7,65.00,833.00,898.00,
X-n957-k87,MKNN,8,64.00,831.00,895.00,
X-n957-k87,MKNN,9,65.00,838.00,903.00,
X-n957-k87,MKNN,10,66.00,831.00,897.00,
X-n957-k87,MKNN,11,65.00,806.00,871.00,
X-n957-k87,MKNN,12,61.00,781.00,842.00,
X-n957-k87,MKNN,13,61.00,778.00,839.00,
X-n957-k87,MKNN,14,62.00,776.00,838.00,
X-n957-k87,MKNN,15,63.00,779.00,842.00,
X-n957-k87,MKNN,16,61.00,780.00,841.00,
X-n957-k87,MKNN,17,61.00,777.00,838.00,
X-n957-k87,MKNN,18,60.00,790.00,850.00,
X-n957-k87,MKNN,19,66.00,889.00,955.00,
X-n957-k87,MKNN,20,68.00,906.00,974.00,
X-n1001-k43,MKNN,1,68.00,851.00,919.00,
X-n1001-k43,MKNN,2,74.00,845.00,919.00,
X-n1001-k43,MKNN,3,74.00,863.00,937.00,
X-n1001-k43,MKNN,4,69.00,816.00,885.00,
X-n1001-k43,MKNN,5,68.00,799.00,867.00,
X-n1001-k43,MKNN,6,73.00,808.00,881.00,
X-n1001-k43,MKNN,7,68.00,801.00,869.00,
X-n1001-k43,MKNN,8,68.00,804.00,872.00,
X-n1001-k43,MKNN,9,69.00,801.00,870.00,
X-n1001-k43,MKNN,10,68.00,806.00,874.00,
X-n1001-k43,MKNN,11,68.00,794.00,862.00,
X-n1001-k43,MKNN,12,65.00,754.00,819.00,
X-n1001-k43,MKNN,13,63.00,751.00,814.00,
X-n1001-k43,MKNN,14,63.00,751.00,814.00,
X-n1001-k43,MKNN,15,64.00,752.00,816.00,
X-n1001-k43,MKNN,16,64.00,753.00,817.00,
X-n1001-k43,MKNN,17,64.00,750.00,814.00,
X-n1001-k43,MKNN,18,64.00,757.00,821.00,
X-n1001-k43,MKNN,19,63.00,808.00,871.00,
X-n1001-k43,MKNN,20,72.00,853.00,925.00,
X-n106-k14,CA-NN,1,1.00,102.00,103.00,
X-n106-k14,CA-NN,2,1.00,112.00,113.00,
X-n106-k14,CA-NN,3,1.00,101.00,102.00,
X-n106-k14,CA-NN,4,1.00,95.00,96.00,
X-n106-k14,CA-NN,5,1.00,103.00,104.00,
X-n106-k14,CA-NN,6,1.00,98.00,99.00,
X-n106-k14,CA-NN,7,1.00,100.00,101.00,
X-n106-k14,CA-NN,8,1.00,112.00,113.00,
X-n106-k14,CA-NN,9,1.00,100.00,101.00,
X-n106-k14,CA-NN,10,1.00,99.00,100.00,
X-n106-k14,CA-NN,11,1.00,101.00,102.00,
X-n106-k14,CA-NN,12,1.00,108.00,109.00,
X-n106-k14,CA-NN,13,2.00,100.00,102.00,
X-n106-k14,CA-NN,14,1.00,102.00,103.00,
X-n106-k14,CA-NN,15,1.00,99.00,100.00,
X-n106-k14,CA-NN,16,1.00,99.00,100.00,
X-n106-k14,CA-NN,17,1.00,99.00,100.00,
X-n106-k14,CA-NN,18,2.00,100.00,102.00,
X-n106-k14,CA-NN,19,1.00,102.00,103.00,
X-n106-k14,CA-NN,20,1.00,103.00,104.00,
X-n204-k19,CA-NN,1,5.00,182.00,187.00,
X-n204-k19,CA-NN,2,4.00,182.00,186.00,
X-n204-k19,CA-NN,3,3.00,185.00,188.00,
X-n204-k19,CA-NN,4,4.00,183.00,187.00,
X-n204-k19,CA-NN,5,3.00,182.00,185.00,
X-n204-k19,CA-NN,6,4.00,171.00,175.00,
X-n204-k19,CA-NN,7,5.00,184.00,189.00,
X-n204-k19,CA-NN,8,3.00,182.00,185.00,
X-n204-k19,CA-NN,9,3.00,179.00,182.00,
X-n204-k19,CA-NN,10,4.00,184.00,188.00,
X-n204-k19,CA-NN,11,4.00,190.00,194.00,
X-n204-k19,CA-NN,12,4.00,176.00,180.00,
X-n204-k19,CA-NN,13,3.00,162.00,165.00,
X-n204-k19,CA-NN,14,4.00,172.00,176.00,
X-n204-k19,CA-NN,15,4.00,166.00,170.00,
X-n204-k19,CA-NN,16,4.00,168.00,172.00,
X-n204-k19,CA-NN,17,3.00,166.00,169.00,
X-n204-k19,CA-NN,18,4.00,162.00,166.00,
X-n204-k19,CA-NN,19,3.00,175.00,178.00,
X-n204-k19,CA-NN,20,5.00,190.00,195.00,
X-n308-k13,CA-NN,1,7.00,253.00,260.00,
X-n308-k13,CA-NN,2,8.00,256.00,264.00,
X-n308-k13,CA-NN,3,7.00,252.00,259.00,
X-n308-k13,CA-NN,4,8.00,250.00,258.00,
X-n308-k13,CA-NN,5,7.00,251.00,258.00,
X-n308-k13,CA-NN,6,8.00,250.00,258.00,
X-n308-k13,CA-NN,7,7.00,255.00,262.00,
X-n308-k13,CA-NN,8,8.00,263.00,271.00,
X-n308-k13,CA-NN,9,6.00,232.00,238.00,
X-n308-k13,CA-NN,10,7.00,237.00,244.00,
X-n308-k13,CA-NN,11,7.00,230.00,237.00,
X-n308-k13,CA-NN,12,7.00,230.00,237.00,
X-n308-k13,CA-NN,13,6.00,227.00,233.00,
X-n308-k13,CA-NN,14,7.00,259.00,266.00,
X-n308-k13,CA-NN,15,8.00,244.00,252.00,
X-n308-k13,CA-NN,16,7.00,248.00,255.00,
X-n308-k13,CA-NN,17,7.00,265.00,272.00,
X-n308-k13,CA-NN,18,7.00,257.00,264.00,
X-n308-k13,CA-NN,19,7.00,250.00,257.00,
X-n308-k13,CA-NN,20,7.00,248.00,255.00,
X-n376-k94,CA-NN,1,12.00,422.00,434.00,
X-n376-k94,CA-NN,2,10.00,454.00,464.00,
X-n376-k94,CA-NN,3,12.00,456.00,468.00,
X-n376-k94,CA-NN,4,11.00,469.00,480.00,
X-n376-k94,CA-NN,5,11.00,478.00,489.00,
X-n376-k94,CA-NN,6,12.00,450.00,462.00,
X-n376-k94,CA-NN,7,12.00,467.00,479.00,
X-n376-k94,CA-NN,8,11.00,508.00,519.00,
X-n376-k94,CA-NN,9,14.00,581.00,595.00,
X-n376-k94,CA-NN,10,13.00,525.00,538.00,
X-n376-k94,CA-NN,11,14.00,553.00,567.00,
X-n376-k94,CA-NN,12,13.00,565.00,578.00,
X-n376-k94,CA-NN,13,14.00,577.00,591.00,
X-n376-k94,CA-NN,14,14.00,564.00,578.00,
X-n376-k94,CA-NN,15,12.00,558.00,570.00,
X-n376-k94,CA-NN,16,13.00,604.00,617.00,
X-n376-k94,CA-NN,17,14.00,557.00,571.00,
X-n376-k94,CA-NN,18,14.00,586.00,600.00,
X-n376-k94,CA-NN,19,13.00,529.00,542.00,
X-n376-k94,CA-NN,20,13.00,541.00,554.00,
X-n502-k39,CA-NN,1,17.00,365.00,382.00,
X-n502-k39,CA-NN,2,16.00,364.00,380.00,
X-n502-k39,CA-NN,3,16.00,367.00,383.00,
X-n502-k39,CA-NN,4,15.00,348.00,363.00,
X-n502-k39,CA-NN,5,16.00,355.00,371.00,
X-n502-k39,CA-NN,6,15.00,360.00,375.00,
X-n502-k39,CA-NN,7,16.00,370.00,386.00,
X-n502-k39,CA-NN,8,16.00,370.00,386.00,
X-n502-k39,CA-NN,9,16.00,350.00,366.00,
X-n502-k39,CA-NN,10,15.00,352.00,367.00,
X-n502-k39,CA-NN,11,15.00,359.00,374.00,
X-n502-k39,CA-NN,12,15.00,348.00,363.00,
X-n502-k39,CA-NN,13,15.00,348.00,363.00,
X-n502-k39,CA-NN,14,15.00,350.00,365.00,
X-n502-k39,CA-NN,15,15.00,349.00,364.00,
X-n502-k39,CA-NN,16,16.00,350.00,366.00,
X-n502-k39,CA-NN,17,15.00,347.00,362.00,
X-n502-k39,CA-NN,18,15.00,343.00,358.00,
X-n502-k39,CA-NN,19,16.00,348.00,364.00,
X-n502-k39,CA-NN,20,14.00,351.00,365.00,
X-n655-k131,CA-NN,1,34.00,807.00,841.00,
X-n655-k131,CA-NN,2,30.00,850.00,880.00,
X-n655-k131,CA-NN,3,30.00,942.00,972.00,
X-n655-k131,CA-NN,4,30.00,794.00,824.00,
X-n655-k131,CA-NN,5,30.00,846.00,876.00,
X-n655-k131,CA-NN,6,31.00,800.00,831.00,
X-n655-k131,CA-NN,7,27.00,729.00,756.00,
X-n655-k131,CA-NN,8,27.00,741.00,768.00,
X-n655-k131,CA-NN,9,28.00,769.00,797.00,
X-n655-k131,CA-NN,10,28.00,765.00,793.00,
X-n655-k131,CA-NN,11,28.00,730.00,758.00,
X-n655-k131,CA-NN,12,28.00,720.00,748.00,
X-n655-k131,CA-NN,13,28.00,771.00,799.00,
X-n655-k131,CA-NN,14,28.00,840.00,868.00,
X-n655-k131,CA-NN,15,30.00,802.00,832.00,
X-n655-k131,CA-NN,16,30.00,808.00,838.00,
X-n655-k131,CA-NN,17,31.00,800.00,831.00,
X-n655-k131,CA-NN,18,31.00,813.00,844.00,
X-n655-k131,CA-NN,19,31.00,841.00,872.00,
X-n655-k131,CA-NN,20,32.00,820.00,852.00,
X-n801-k40,CA-NN,1,50.00,701.00,751.00,
X-n801-k40,CA-NN,2,46.00,689.00,735.00,
X-n801-k40,CA-NN,3,46.00,687.00,733.00,
X-n801-k40,CA-NN,4,46.00,682.00,728.00,
X-n801-k40,CA-NN,5,45.00,683.00,728.00,
X-n801-k40,CA-NN,6,49.00,672.00,721.00,
X-n801-k40,CA-NN,7,45.00,659.00,704.00,
X-n801-k40,CA-NN,8,42.00,625.00,667.00,
X-n801-k40,CA-NN,9,42.00,622.00,664.00,
X-n801-k40,CA-NN,10,43.00,630.00,673.00,
X-n801-k40,CA-NN,11,42.00,627.00,669.00,
X-n801-k40,CA-NN,12,42.00,621.00,663.00,
X-n801-k40,CA-NN,13,42.00,620.00,662.00,
X-n801-k40,CA-NN,14,42.00,622.00,664.00,
X-n801-k40,CA-NN,15,43.00,621.00,664.00,
X-n801-k40,CA-NN,16,43.00,668.00,711.00,
X-n801-k40,CA-NN,17,47.00,688.00,735.00,
X-n801-k40,CA-NN,18,47.00,681.00,728.00,
X-n801-k40,CA-NN,19,46.00,679.00,725.00,
X-n801-k40,CA-NN,20,47.00,681.00,728.00,
X-n876-k59,CA-NN,1,48.00,710.00,758.00,
X-n876-k59,CA-NN,2,47.00,689.00,736.00,
X-n876-k59,CA-NN,3,45.00,692.00,737.00,
X-n876-k59,CA-NN,4,45.00,687.00,732.00,
X-n876-k59,CA-NN,5,45.00,687.00,732.00,
X-n876-k59,CA-NN,6,50.00,677.00,727.00,
X-n876-k59,CA-NN,7,45.00,664.00,709.00,
X-n876-k59,CA-NN,8,42.00,628.00,670.00,
X-n876-k59,CA-NN,9,42.00,629.00,671.00,
X-n876-k59,CA-NN,10,42.00,631.00,673.00,
X-n876-k59,CA-NN,11,42.00,628.00,670.00,
X-n876-k59,CA-NN,12,42.00,629.00,671.00,
X-n876-k59,CA-NN,13,42.00,626.00,668.00,
X-n876-k59,CA-NN,14,42.00,628.00,670.00,
X-n876-k59,CA-NN,15,42.00,629.00,671.00,
X-n876-k59,CA-NN,16,42.00,682.00,724.00,
X-n876-k59,CA-NN,17,47.00,695.00,742.00,
X-n876-k59,CA-NN,18,45.00,686.00,731.00,
X-n876-k59,CA-NN,19,46.00,685.00,731.00,
X-n876-k59,CA-NN,20,46.00,684.00,730.00,
X-n957-k87,CA-NN,1,64.00,816.00,880.00,
X-n957-k87,CA-NN,2,71.00,840.00,911.00,
X-n957-k87,CA-NN,3,64.00,833.00,897.00,
X-n957-k87,CA-NN,4,64.00,830.00,894.00,
X-n957-k87,CA-NN,5,65.00,829.00,894.00,
X-n957-k87,CA-NN,6,64.00,804.00,868.00,
X-n957-k87,CA-NN,7,61.00,759.00,820.00,
X-n957-k87,CA-NN,8,61.00,760.00,821.00,
X-n957-k87,CA-NN,9,61.00,762.00,823.00,
X-n957-k87,CA-NN,10,60.00,762.00,822.00,
X-n957-k87,CA-NN,11,60.00,760.00,820.00,
X-n957-k87,CA-NN,12,61.00,760.00,821.00,
X-n957-k87,CA-NN,13,60.00,768.00,828.00,
X-n957-k87,CA-NN,14,67.00,853.00,920.00,
X-n957-k87,CA-NN,15,67.00,823.00,890.00,
X-n957-k87,CA-NN,16,66.00,817.00,883.00,
X-n957-k87,CA-NN,17,66.00,816.00,882.00,
X-n957-k87,CA-NN,18,66.00,855.00,921.00,
X-n957-k87,CA-NN,19,69.00,871.00,940.00,
X-n957-k87,CA-NN,20,65.00,875.00,940.00,
X-n1001-k43,CA-NN,1,63.00,752.00,815.00,
X-n1001-k43,CA-NN,2,71.00,790.00,861.00,
X-n1001-k43,CA-NN,3,66.00,782.00,848.00,
X-n1001-k43,CA-NN,4,66.00,778.00,844.00,
X-n1001-k43,CA-NN,5,67.00,780.00,847.00,
X-n1001-k43,CA-NN,6,67.00,766.00,833.00,
X-n1001-k43,CA-NN,7,66.00,724.00,790.00,
X-n1001-k43,CA-NN,8,62.00,708.00,770.00,
X-n1001-k43,CA-NN,9,63.00,714.00,777.00,
X-n1001-k43,CA-NN,10,62.00,712.00,774.00,
X-n1001-k43,CA-NN,11,62.00,714.00,776.00,
X-n1001-k43,CA-NN,12,62.00,708.00,770.00,
X-n1001-k43,CA-NN,13,62.00,710.00,772.00,
X-n1001-k43,CA-NN,14,62.00,733.00,795.00,
X-n1001-k43,CA-NN,15,77.00,789.00,866.00,
X-n1001-k43,CA-NN,16,69.00,775.00,844.00,
X-n1001-k43,CA-NN,17,69.00,774.00,843.00,
X-n1001-k43,CA-NN,18,68.00,777.00,845.00,
X-n1001-k43,CA-NN,19,68.00,798.00,866.00,
X-n1001-k43,CA-NN,20,67.00,818.00,885.00,
X-n106-k14,HSI-Bal,1,2.00,106.00,108.00,
X-n106-k14,HSI-Bal,2,2.00,102.00,104.00,
X-n106-k14,HSI-Bal,3,1.00,106.00,107.00,
X-n106-k14,HSI-Bal,4,2.00,102.00,104.00,
X-n106-k14,HSI-Bal,5,2.00,109.00,111.00,
X-n106-k14,HSI-Bal,6,1.00,104.00,105.00,
X-n106-k14,HSI-Bal,7,2.00,109.00,111.00,
X-n106-k14,HSI-Bal,8,2.00,102.00,104.00,
X-n106-k14,HSI-Bal,9,1.00,103.00,104.00,
X-n106-k14,HSI-Bal,10,1.00,100.00,101.00,
X-n106-k14,HSI-Bal,11,1.00,105.00,106.00,
X-n106-k14,HSI-Bal,12,1.00,116.00,117.00,
X-n106-k14,HSI-Bal,13,1.00,117.00,118.00,
X-n106-k14,HSI-Bal,14,1.00,121.00,122.00,
X-n106-k14,HSI-Bal,15,1.00,119.00,120.00,
X-n106-k14,HSI-Bal,16,2.00,118.00,120.00,
X-n106-k14,HSI-Bal,17,2.00,119.00,121.00,
X-n106-k14,HSI-Bal,18,2.00,118.00,120.00,
X-n106-k14,HSI-Bal,19,1.00,122.00,123.00,
X-n106-k14,HSI-Bal,20,1.00,120.00,121.00,
X-n204-k19,HSI-Bal,1,4.00,174.00,178.00,
X-n204-k19,HSI-Bal,2,4.00,174.00,178.00,
X-n204-k19,HSI-Bal,3,4.00,172.00,176.00,
X-n204-k19,HSI-Bal,4,4.00,173.00,177.00,
X-n204-k19,HSI-Bal,5,3.00,175.00,178.00,
X-n204-k19,HSI-Bal,6,3.00,175.00,178.00,
X-n204-k19,HSI-Bal,7,3.00,177.00,180.00,
X-n204-k19,HSI-Bal,8,3.00,177.00,180.00,
X-n204-k19,HSI-Bal,9,3.00,179.00,182.00,
X-n204-k19,HSI-Bal,10,3.00,175.00,178.00,
X-n204-k19,HSI-Bal,11,3.00,185.00,188.00,
X-n204-k19,HSI-Bal,12,3.00,184.00,187.00,
X-n204-k19,HSI-Bal,13,3.00,185.00,188.00,
X-n204-k19,HSI-Bal,14,4.00,194.00,198.00,
X-n204-k19,HSI-Bal,15,3.00,183.00,186.00,
X-n204-k19,HSI-Bal,16,4.00,179.00,183.00,
X-n204-k19,HSI-Bal,17,4.00,195.00,199.00,
X-n204-k19,HSI-Bal,18,4.00,207.00,211.00,
X-n204-k19,HSI-Bal,19,4.00,210.00,214.00,
X-n204-k19,HSI-Bal,20,5.00,211.00,216.00,
X-n308-k13,HSI-Bal,1,6.00,244.00,250.00,
X-n308-k13,HSI-Bal,2,6.00,243.00,249.00,
X-n308-k13,HSI-Bal,3,5.00,245.00,250.00,
X-n308-k13,HSI-Bal,4,6.00,249.00,255.00,
